Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/06/2022;15,8177;15,9377;2.083,89;2.081,81;2.083,89
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/06/2022;15,7888;15,9088;2.081,29;2.079,21;2.081,29
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/06/2022;15,8783;15,9983;2.089,35;2.087,26;2.089,35
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/06/2022;15,8664;15,9864;2.088,27;2.086,19;2.088,27
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/06/2022;15,9029;16,0229;2.091,57;2.089,48;2.091,57
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/06/2022;15,8384;15,9584;2.085,75;2.083,67;2.085,75
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/06/2022;15,7037;15,8237;2.073,65;2.071,58;2.073,65
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/06/2022;15,7088;15,8288;2.074,11;2.072,03;2.074,11
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/06/2022;15,5958;15,7158;2.064,00;2.061,94;2.064,00
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/07/2022;15,5773;15,6973;2.062,35;2.060,29;2.062,35
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/07/2022;15,5735;15,6935;2.062,02;2.059,95;2.062,02
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/07/2022;15,6526;15,7726;2.069,08;2.067,01;2.069,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/07/2022;15,5135;15,6335;2.056,66;2.054,61;2.056,66
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/07/2022;15,5973;15,7173;2.064,13;2.062,07;2.064,13
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/07/2022;15,6659;15,7859;2.070,27;2.068,20;2.070,27
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/07/2022;15,6858;15,8058;2.072,05;2.069,98;2.072,05
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/07/2022;15,5560;15,6760;2.060,45;2.058,39;2.060,45
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/07/2022;15,6964;15,8164;2.073,00;2.070,93;2.073,00
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/07/2022;15,8263;15,9463;2.084,66;2.082,58;2.084,66
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/07/2022;15,7897;15,9097;2.081,37;2.079,29;2.081,37
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/07/2022;15,8378;15,9578;2.085,70;2.083,62;2.085,70
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/07/2022;15,8198;15,9398;2.084,08;2.081,99;2.084,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/07/2022;15,8866;16,0066;2.090,09;2.088,00;2.090,09
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/07/2022;15,8167;15,9367;2.083,80;2.081,72;2.083,80
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/07/2022;15,7094;15,8294;2.074,16;2.072,09;2.074,16
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/07/2022;15,8339;15,9539;2.085,34;2.083,26;2.085,34
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/07/2022;15,7118;15,8318;2.074,38;2.072,31;2.074,38
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/07/2022;15,6770;15,7970;2.071,26;2.069,19;2.071,26
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/07/2022;15,6453;15,7653;2.068,43;2.066,36;2.068,43
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/07/2022;15,5079;15,6279;2.056,16;2.054,11;2.056,16
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/08/2022;15,4487;15,5687;2.050,91;2.048,86;2.050,91
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/08/2022;15,5848;15,7048;2.063,02;2.060,96;2.063,02
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/08/2022;15,4932;15,6132;2.054,86;2.052,80;2.054,86
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/08/2022;15,5139;15,6339;2.056,71;2.054,65;2.056,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/08/2022;15,4892;15,6092;2.054,51;2.052,45;2.054,51
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/08/2022;15,5870;15,7070;2.063,22;2.061,15;2.063,22
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/08/2022;15,4825;15,6025;2.053,91;2.051,85;2.053,91
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/08/2022;15,4966;15,6166;2.055,16;2.053,11;2.055,16
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/08/2022;15,4232;15,5432;2.048,64;2.046,59;2.048,64
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/08/2022;15,5480;15,6680;2.059,74;2.057,68;2.059,74
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/08/2022;15,3981;15,5181;2.046,42;2.044,37;2.046,42
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/08/2022;15,2680;15,3880;2.034,90;2.032,87;2.034,90
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/08/2022;15,3757;15,4957;2.044,43;2.042,38;2.044,43
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/08/2022;15,3053;15,4253;2.038,20;2.036,16;2.038,20
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/08/2022;15,3001;15,4201;2.037,74;2.035,70;2.037,74
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/08/2022;15,1699;15,2899;2.026,26;2.024,24;2.026,26
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/08/2022;15,1604;15,2804;2.025,43;2.023,40;2.025,43
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/08/2022;15,3048;15,4248;2.038,15;2.036,12;2.038,15
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/08/2022;15,4322;15,5522;2.049,44;2.047,39;2.049,44
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/08/2022;15,4303;15,5503;2.049,27;2.047,22;2.049,27
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/08/2022;15,3043;15,4243;2.038,11;2.036,07;2.038,11
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/08/2022;15,2922;15,4122;2.037,04;2.035,00;2.037,04
Tesouro Prefixado com Juros Semestrais;01/01/2031;31/08/2022;15,4120;15,5320;2.047,64;2.045,60;2.047,64
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/09/2022;15,4470;15,5670;2.050,75;2.048,70;2.050,75
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/09/2022;15,5909;15,7109;2.063,56;2.061,50;2.063,56
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/09/2022;15,6960;15,8160;2.072,97;2.070,89;2.072,97
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/09/2022;15,8327;15,9527;2.085,24;2.083,16;2.085,24
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/09/2022;15,7602;15,8802;2.078,72;2.076,64;2.078,72
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/09/2022;15,7777;15,8977;2.080,30;2.078,22;2.080,30
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/09/2022;15,8945;16,0145;2.090,81;2.088,72;2.090,81
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/09/2022;15,9888;16,1088;2.099,33;2.097,23;2.099,33
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/09/2022;15,9380;16,0580;2.094,73;2.092,64;2.094,73
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/09/2022;15,9875;16,1075;2.099,21;2.097,11;2.099,21
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/09/2022;15,9955;16,1155;2.099,93;2.097,83;2.099,93
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/09/2022;16,0458;16,1658;2.104,49;2.102,39;2.104,49
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/09/2022;16,1464;16,2664;2.113,63;2.111,52;2.113,63
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/09/2022;16,1733;16,2933;2.116,08;2.113,97;2.116,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/09/2022;16,2281;16,3481;2.121,08;2.118,95;2.121,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/09/2022;16,3200;16,4400;2.129,47;2.127,34;2.129,47
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/09/2022;16,4035;16,5235;2.137,12;2.134,99;2.137,12
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/09/2022;16,3271;16,4471;2.130,12;2.127,99;2.130,12
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/09/2022;16,4215;16,5415;2.138,78;2.136,64;2.138,78
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/09/2022;16,4017;16,5217;2.136,96;2.134,82;2.136,96
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/09/2022;16,3334;16,4534;2.130,70;2.128,56;2.130,70
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/09/2022;16,4653;16,5853;2.142,81;2.140,67;2.142,81
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/10/2022;16,4055;16,5255;2.137,31;2.135,17;2.137,31
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/10/2022;16,5473;16,6673;2.150,36;2.148,21;2.150,36
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/10/2022;16,6947;16,8147;2.164,00;2.161,83;2.164,00
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/10/2022;16,5601;16,6801;2.151,54;2.149,39;2.151,54
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/10/2022;16,5876;16,7076;2.154,08;2.151,93;2.154,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/10/2022;16,6781;16,7981;2.162,46;2.160,29;2.162,46
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/10/2022;16,6054;16,7254;2.155,73;2.153,57;2.155,73
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/10/2022;16,7026;16,8226;2.164,73;2.162,56;2.164,73
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/10/2022;16,7191;16,8391;2.166,26;2.164,09;2.166,26
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/10/2022;16,8225;16,9425;2.175,87;2.173,69;2.175,87
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/10/2022;16,7382;16,8582;2.168,03;2.165,86;2.168,03
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/10/2022;16,8750;16,9950;2.180,76;2.178,58;2.180,76
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/10/2022;16,8643;16,9843;2.179,77;2.177,59;2.179,77
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/10/2022;16,7603;16,8803;2.170,08;2.167,91;2.170,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/10/2022;16,6399;16,7599;2.158,92;2.156,76;2.158,92
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/10/2022;16,6526;16,7726;2.160,09;2.157,93;2.160,09
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/10/2022;16,6115;16,7315;2.156,28;2.154,13;2.156,28
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/10/2022;16,6842;16,8042;2.163,02;2.160,86;2.163,02
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/10/2022;16,6600;16,7800;2.160,78;2.158,62;2.160,78
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/10/2022;16,6094;16,7294;2.156,09;2.153,93;2.156,09
Tesouro Prefixado com Juros Semestrais;01/01/2031;31/10/2022;16,4837;16,6037;2.144,50;2.142,35;2.144,50
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/11/2022;16,3824;16,5024;2.135,19;2.133,06;2.135,19
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/11/2022;16,3768;16,4968;2.134,68;2.132,54;2.134,68
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/11/2022;16,5053;16,6253;2.146,49;2.144,34;2.146,49
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/11/2022;16,3752;16,4952;2.134,53;2.132,40;2.134,53
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/11/2022;16,3194;16,4394;2.129,42;2.127,29;2.129,42
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/11/2022;16,4362;16,5562;2.140,13;2.137,99;2.140,13
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/11/2022;16,4169;16,5369;2.138,35;2.136,22;2.138,35
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/11/2022;16,5114;16,6314;2.147,05;2.144,90;2.147,05
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/11/2022;16,4076;16,5276;2.137,50;2.135,37;2.137,50
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/11/2022;16,3996;16,5196;2.136,76;2.134,63;2.136,76
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/11/2022;16,2587;16,3787;2.123,87;2.121,75;2.123,87
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/11/2022;16,3900;16,5100;2.135,89;2.133,75;2.135,89
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/11/2022;16,2755;16,3955;2.125,40;2.123,27;2.125,40
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/11/2022;16,1962;16,3162;2.118,16;2.116,04;2.118,16
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/11/2022;16,3099;16,4299;2.128,55;2.126,42;2.128,55
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/11/2022;16,3075;16,4275;2.128,33;2.126,20;2.128,33
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/11/2022;16,4450;16,5650;2.140,93;2.138,79;2.140,93
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/11/2022;16,4715;16,5915;2.143,37;2.141,23;2.143,37
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/11/2022;16,4431;16,5631;2.140,76;2.138,62;2.140,76
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/11/2022;16,5479;16,6679;2.150,42;2.148,27;2.150,42
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/11/2022;16,4839;16,6039;2.144,51;2.142,37;2.144,51
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/11/2022;16,5170;16,6370;2.147,57;2.145,42;2.147,57
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/12/2022;16,4165;16,5365;2.138,32;2.136,18;2.138,32
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/12/2022;16,3143;16,4343;2.128,95;2.126,82;2.128,95
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/12/2022;16,2624;16,3824;2.124,20;2.122,08;2.124,20
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/12/2022;16,2254;16,3454;2.120,83;2.118,71;2.120,83
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/12/2022;16,1003;16,2203;2.109,44;2.107,33;2.109,44
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/12/2022;15,9749;16,0949;2.098,07;2.095,98;2.098,07
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/12/2022;16,0638;16,1838;2.106,12;2.104,02;2.106,12
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/12/2022;15,9163;16,0363;2.092,78;2.090,69;2.092,78
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/12/2022;15,9285;16,0485;2.093,87;2.091,78;2.093,87
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/12/2022;15,9263;16,0463;2.093,67;2.091,58;2.093,67
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/12/2022;15,8039;15,9239;2.082,65;2.080,57;2.082,65
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/12/2022;15,9450;16,0650;2.095,36;2.093,27;2.095,36
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/12/2022;16,0374;16,1574;2.103,73;2.101,63;2.103,73
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/12/2022;16,0818;16,2018;2.107,76;2.105,65;2.107,76
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/12/2022;16,2293;16,3493;2.121,19;2.119,07;2.121,19
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/12/2022;16,0800;16,2000;2.107,59;2.105,48;2.107,59
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/12/2022;15,9832;16,1032;2.098,82;2.096,73;2.098,82
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/12/2022;15,8733;15,9933;2.088,89;2.086,81;2.088,89
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/12/2022;16,0184;16,1384;2.102,01;2.099,91;2.102,01
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/12/2022;15,9784;16,0984;2.098,39;2.096,29;2.098,39
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/12/2022;16,0341;16,1541;2.103,43;2.101,33;2.103,43
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/12/2022;16,1321;16,2521;2.112,33;2.110,22;2.112,33
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/01/2023;16,0893;16,2093;2.108,44;2.106,33;2.108,44
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/01/2023;16,1109;16,2309;2.110,40;2.108,29;2.110,40
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/01/2023;15,9730;16,0930;2.097,90;2.095,80;2.097,90
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/01/2023;16,0909;16,2109;2.108,59;2.106,48;2.108,59
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/01/2023;16,0400;16,1600;2.103,96;2.101,86;2.103,96
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/01/2023;15,9016;16,0216;2.091,45;2.089,36;2.091,45
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/01/2023;15,9265;16,0465;2.093,70;2.091,60;2.093,70
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/01/2023;16,0730;16,1930;2.106,95;2.104,85;2.106,95
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/01/2023;16,1073;16,2273;2.110,07;2.107,96;2.110,07
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/01/2023;16,2037;16,3237;2.118,85;2.116,73;2.118,85
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/01/2023;16,1114;16,2314;2.110,44;2.108,33;2.110,44
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/01/2023;16,0123;16,1323;2.101,46;2.099,36;2.101,46
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/01/2023;15,9796;16,0996;2.098,50;2.096,40;2.098,50
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/01/2023;16,1276;16,2476;2.111,92;2.109,81;2.111,92
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/01/2023;16,0099;16,1299;2.101,24;2.099,14;2.101,24
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/01/2023;16,0379;16,1579;2.103,78;2.101,67;2.103,78
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/01/2023;16,0726;16,1926;2.106,92;2.104,81;2.106,92
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/01/2023;16,0804;16,2004;2.107,63;2.105,52;2.107,63
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/01/2023;16,1799;16,2999;2.116,68;2.114,56;2.116,68
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/01/2023;16,1153;16,2353;2.110,80;2.108,69;2.110,80
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/01/2023;15,9847;16,1047;2.098,96;2.096,86;2.098,96
Tesouro Prefixado com Juros Semestrais;01/01/2031;31/01/2023;16,0166;16,1366;2.101,84;2.099,74;2.101,84
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/02/2023;15,9446;16,0646;2.095,33;2.093,23;2.095,33
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/02/2023;15,9876;16,1076;2.099,22;2.097,12;2.099,22
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/02/2023;16,0476;16,1676;2.104,65;2.102,55;2.104,65
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/02/2023;15,9264;16,0464;2.093,69;2.091,60;2.093,69
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/02/2023;15,9584;16,0784;2.096,58;2.094,48;2.096,58
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/02/2023;16,0151;16,1351;2.101,71;2.099,61;2.101,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/02/2023;15,8747;15,9947;2.089,02;2.086,93;2.089,02
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/02/2023;15,9803;16,1003;2.098,56;2.096,46;2.098,56
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/02/2023;16,0299;16,1499;2.103,05;2.100,94;2.103,05
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/02/2023;16,0883;16,2083;2.108,35;2.106,24;2.108,35
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/02/2023;16,1814;16,3014;2.116,82;2.114,70;2.116,82
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/02/2023;16,1390;16,2590;2.112,96;2.110,85;2.112,96
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/02/2023;16,1417;16,2617;2.113,20;2.111,09;2.113,20
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/02/2023;16,0798;16,1998;2.107,58;2.105,47;2.107,58
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/02/2023;16,1415;16,2615;2.113,18;2.111,07;2.113,18
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/02/2023;16,1118;16,2318;2.110,48;2.108,37;2.110,48
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/02/2023;16,2039;16,3239;2.118,87;2.116,75;2.118,87
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/02/2023;16,1244;16,2444;2.111,63;2.109,52;2.111,63
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/02/2023;16,2698;16,3898;2.124,88;2.122,76;2.124,88
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/02/2023;16,2126;16,3326;2.119,66;2.117,54;2.119,66
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/03/2023;16,1606;16,2806;2.114,92;2.112,81;2.114,92
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/03/2023;16,0828;16,2028;2.107,85;2.105,74;2.107,85
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/03/2023;15,9774;16,0974;2.098,30;2.096,20;2.098,30
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/03/2023;15,8740;15,9940;2.088,96;2.086,87;2.088,96
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/03/2023;15,7478;15,8678;2.077,61;2.075,53;2.077,61
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/03/2023;15,7741;15,8941;2.079,97;2.077,89;2.079,97
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/03/2023;15,6594;15,7794;2.069,69;2.067,62;2.069,69
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/03/2023;15,5417;15,6617;2.059,18;2.057,12;2.059,18
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/03/2023;15,5264;15,6464;2.057,82;2.055,76;2.057,82
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/03/2023;15,4212;15,5412;2.048,46;2.046,42;2.048,46
Tesouro Prefixado com Juros Semestrais;01/01/2031;15/03/2023;15,2933;15,4133;2.037,13;2.035,10;2.037,13
Tesouro Prefixado com Juros Semestrais;01/01/2031;16/03/2023;15,3744;15,4944;2.044,31;2.042,27;2.044,31
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/03/2023;15,4307;15,5507;2.049,30;2.047,25;2.049,30
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/03/2023;15,4545;15,5745;2.051,42;2.049,36;2.051,42
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/03/2023;15,5201;15,6401;2.057,25;2.055,19;2.057,25
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/03/2023;15,5007;15,6207;2.055,52;2.053,47;2.055,52
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/03/2023;15,3874;15,5074;2.045,47;2.043,42;2.045,47
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/03/2023;15,4307;15,5507;2.049,31;2.047,26;2.049,31
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/03/2023;15,5635;15,6835;2.061,12;2.059,06;2.061,12
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/03/2023;15,5791;15,6991;2.062,52;2.060,45;2.062,52
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/03/2023;15,6054;15,7254;2.064,86;2.062,80;2.064,86
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/03/2023;15,7367;15,8567;2.076,61;2.074,53;2.076,61
Tesouro Prefixado com Juros Semestrais;01/01/2031;31/03/2023;15,6496;15,7696;2.068,81;2.066,74;2.068,81
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/04/2023;15,6416;15,7616;2.068,09;2.066,02;2.068,09
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/04/2023;15,5017;15,6217;2.055,62;2.053,56;2.055,62
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/04/2023;15,3987;15,5187;2.046,47;2.044,42;2.046,47
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/04/2023;15,3061;15,4261;2.038,27;2.036,23;2.038,27
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/04/2023;15,1760;15,2960;2.026,79;2.024,76;2.026,79
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/04/2023;15,0354;15,1554;2.014,45;2.012,44;2.014,45
Tesouro Prefixado com Juros Semestrais;01/01/2031;11/04/2023;15,1413;15,2613;2.023,74;2.021,72;2.023,74
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/04/2023;15,0669;15,1869;2.017,22;2.015,20;2.017,22
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/04/2023;14,9729;15,0929;2.008,99;2.006,98;2.008,99
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/04/2023;14,9722;15,0922;2.008,93;2.006,92;2.008,93
Tesouro Prefixado com Juros Semestrais;01/01/2031;17/04/2023;15,0197;15,1397;2.013,08;2.011,07;2.013,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/04/2023;14,9889;15,1089;2.010,39;2.008,38;2.010,39
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/04/2023;15,0517;15,1717;2.015,88;2.013,86;2.015,88
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/04/2023;14,9988;15,1188;2.011,25;2.009,24;2.011,25
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/04/2023;14,8886;15,0086;2.001,64;1.999,63;2.001,64
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/04/2023;14,8367;14,9567;1.997,12;1.995,12;1.997,12
Tesouro Prefixado com Juros Semestrais;01/01/2031;25/04/2023;14,9767;15,0967;2.009,32;2.007,31;2.009,32
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/04/2023;14,9534;15,0734;2.007,29;2.005,28;2.007,29
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/04/2023;14,8978;15,0178;2.002,44;2.000,44;2.002,44
